X.periodo,escuela,cve.municipio,municipio,programa,programa.desglose,clave.carr,carrera,nuevo.ingreso,egresados,titulados,clasificacion,region,matricula
p2018-2019,CENTRO UNIVERSITARIO DE CIENCIAS BIOLOGICAS Y AGROPECUARIAS,120,ZAPOPAN,LICENCIATURA,LICENCIATURA,5082100001,LICENCIATURA EN MEDICINA VETERINARIA Y ZOOTECNIA,291,423,232,UDG,centro,2233
p2018-2019,CENTRO UNIVERSITARIO DE ARTE ARQUITECTURA Y DISEÑO,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5021500044,LICENCIATURA EN DISEÑO PARA LA COMUNICACIÓN GRÁFICA,180,220,55,UDG,centro,1344
p2018-2019,CENTRO UNIVERSITARIO DE ARTE ARQUITECTURA Y DISEÑO,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5021600017,LICENCIATURA EN DISEÑO DE INTERIORES Y AMBIENTACIÓN,76,35,44,UDG,centro,546
p2018-2019,CENTRO UNIVERSITARIO DE ARTE ARQUITECTURA Y DISEÑO,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5021600024,LICENCIATURA EN DISEÑO DE MODAS,45,49,17,UDG,centro,349
p2018-2019,CENTRO UNIVERSITARIO DE ARTE ARQUITECTURA Y DISEÑO,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5071100019,LICENCIATURA EN DISEÑO INDUSTRIAL,85,69,42,UDG,centro,564
p2018-2019,CENTRO UNIVERSITARIO DE ARTE ARQUITECTURA Y DISEÑO,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5073100009,LICENCIATURA EN ARQUITECTURA,253,140,109,UDG,centro,2035
p2018-2019,CENTRO UNIVERSITARIO DE ARTE ARQUITECTURA Y DISEÑO,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5073100024,LICENCIATURA EN URBANÍSTICA Y MEDIO AMBIENTE,50,32,10,UDG,centro,319
p2018-2019,CENTRO UNIVERSITARIO DE LA CIENEGA SEDE ATOTONILCO,13,ATOTONILCO EL ALTO,LICENCIATURA,LICENCIATURA,5031100007,LICENCIATURA EN PSICOLOGÍA,31,0,0,UDG,cienega,231
p2018-2019,CENTRO UNIVERSITARIO DE LA CIENEGA SEDE ATOTONILCO,13,ATOTONILCO EL ALTO,LICENCIATURA,LICENCIATURA,5033100003,ABOGADO,35,22,16,UDG,cienega,187
p2018-2019,CENTRO UNIVERSITARIO DE LA CIENEGA SEDE ATOTONILCO,13,ATOTONILCO EL ALTO,LICENCIATURA,LICENCIATURA,5041400032,LICENCIATURA EN CONTADURÍA PÚBLICA,38,16,8,UDG,cienega,149
p2018-2019,CENTRO UNIVERSITARIO DE LA CIENEGA SEDE ATOTONILCO,13,ATOTONILCO EL ALTO,LICENCIATURA,LICENCIATURA,5042000002,LICENCIATURA EN ADMINISTRACIÓN,32,40,1,UDG,cienega,162
p2018-2019,CENTRO UNIVERSITARIO DE LA CIENEGA SEDE ATOTONILCO,13,ATOTONILCO EL ALTO,LICENCIATURA,LICENCIATURA,5042100117,LICENCIATURA EN RECURSOS HUMANOS,26,24,0,UDG,cienega,167
p2018-2019,CENTRO UNIVERSITARIO DE LA CIENEGA SEDE ATOTONILCO,13,ATOTONILCO EL ALTO,TSU,TSU,4062100001,TÉCNICO SUPERIOR UNIVERSITARIO EN ADMINISTRACIÓN DE REDES DE CÓMPUTO,0,0,1,UDG,cienega,0
p2018-2019,CENTRO UNIVERSITARIO DE LA CIENEGA SEDE OCOTLAN,63,OCOTLAN,LICENCIATURA,LICENCIATURA,5031100007,LICENCIATURA EN PSICOLOGÍA,80,59,49,UDG,cienega,553
p2018-2019,CENTRO UNIVERSITARIO DE LA CIENEGA SEDE OCOTLAN,63,OCOTLAN,LICENCIATURA,LICENCIATURA,5032100038,LICENCIATURA EN PERIODISMO,40,20,13,UDG,cienega,143
p2018-2019,CENTRO UNIVERSITARIO DE LA CIENEGA SEDE OCOTLAN,63,OCOTLAN,LICENCIATURA,LICENCIATURA,5033100003,ABOGADO,82,35,51,UDG,cienega,430
p2018-2019,CENTRO UNIVERSITARIO DE LA CIENEGA SEDE OCOTLAN,63,OCOTLAN,LICENCIATURA,LICENCIATURA,5041100056,LICENCIATURA EN NEGOCIOS INTERNACIONALES,82,71,29,UDG,cienega,405
p2018-2019,CENTRO UNIVERSITARIO DE LA CIENEGA SEDE OCOTLAN,63,OCOTLAN,LICENCIATURA,LICENCIATURA,5041200028,LICENCIATURA EN MERCADOTECNIA,40,42,20,UDG,cienega,232
p2018-2019,CENTRO UNIVERSITARIO DE LA CIENEGA SEDE OCOTLAN,63,OCOTLAN,LICENCIATURA,LICENCIATURA,5041400032,LICENCIATURA EN CONTADURÍA PÚBLICA,41,42,46,UDG,cienega,266
p2018-2019,CENTRO UNIVERSITARIO DE LA CIENEGA SEDE OCOTLAN,63,OCOTLAN,LICENCIATURA,LICENCIATURA,5042000002,LICENCIATURA EN ADMINISTRACIÓN,40,42,46,UDG,cienega,260
p2018-2019,CENTRO UNIVERSITARIO DE LA CIENEGA SEDE OCOTLAN,63,OCOTLAN,LICENCIATURA,LICENCIATURA,5042100117,LICENCIATURA EN RECURSOS HUMANOS,40,53,26,UDG,cienega,264
p2018-2019,CENTRO UNIVERSITARIO DE LA CIENEGA SEDE OCOTLAN,63,OCOTLAN,LICENCIATURA,LICENCIATURA,5061000002,INGENIERÍA EN COMPUTACIÓN,41,34,19,UDG,cienega,213
p2018-2019,CENTRO UNIVERSITARIO DE LA CIENEGA SEDE OCOTLAN,63,OCOTLAN,LICENCIATURA,LICENCIATURA,5062200055,INGENIERÍA INFORMÁTICA,42,18,6,UDG,cienega,189
p2018-2019,CENTRO UNIVERSITARIO DE LA CIENEGA SEDE OCOTLAN,63,OCOTLAN,LICENCIATURA,LICENCIATURA,5071400015,INGENIERÍA QUÍMICA,41,27,13,UDG,cienega,308
p2018-2019,CENTRO UNIVERSITARIO DE LA CIENEGA SEDE OCOTLAN,63,OCOTLAN,LICENCIATURA,LICENCIATURA,5071700019,INGENIERÍA INDUSTRIAL,42,27,19,UDG,cienega,296
p2018-2019,CENTRO UNIVERSITARIO DE LA CIENEGA SEDE OCOTLAN,63,OCOTLAN,LICENCIATURA,LICENCIATURA,5095400006,LICENCIATURA EN QUÍMICO FARMACÉUTICO BIÓLOGO,61,52,26,UDG,cienega,477
p2018-2019,CENTRO UNIVERSITARIO DE LA CIENEGA SEDE LA BARCA,18,LA BARCA,LICENCIATURA,LICENCIATURA,5033100003,ABOGADO,28,15,20,UDG,cienega,177
p2018-2019,CENTRO UNIVERSITARIO DE LA CIENEGA SEDE LA BARCA,18,LA BARCA,LICENCIATURA,LICENCIATURA,5041100021,LICENCIATURA EN AGRONEGOCIOS,35,30,7,UDG,cienega,165
p2018-2019,CENTRO UNIVERSITARIO DE LA CIENEGA SEDE LA BARCA,18,LA BARCA,LICENCIATURA,LICENCIATURA,5041400032,LICENCIATURA EN CONTADURÍA PÚBLICA,0,1,0,UDG,cienega,0
p2018-2019,CENTRO UNIVERSITARIO DE LA CIENEGA SEDE LA BARCA,18,LA BARCA,LICENCIATURA,LICENCIATURA,5042000002,LICENCIATURA EN ADMINISTRACIÓN,35,26,5,UDG,cienega,180
p2018-2019,CENTRO UNIVERSITARIO DE LA CIENEGA SEDE LA BARCA,18,LA BARCA,LICENCIATURA,LICENCIATURA,5081100010,LICENCIATURA EN AGROBIOTECNOLOGÍA,36,39,8,UDG,cienega,214
p2018-2019,CENTRO UNIVERSITARIO DE LA CIENEGA SEDE LA BARCA,18,LA BARCA,LICENCIATURA,LICENCIATURA,5092100006,LICENCIATURA EN ENFERMERÍA,20,0,22,UDG,cienega,43
p2018-2019,CENTRO UNIVERSITARIO DE LA CIENEGA SEDE CEFERESO,101,TONALA,LICENCIATURA,LICENCIATURA,5033100003,ABOGADO,0,62,96,OTRO,centro,779
p2018-2019,CENTRO UNIVERSITARIO DE LA CIENEGA SEDE CEFERESO,101,TONALA,LICENCIATURA,LICENCIATURA,5042000002,LICENCIATURA EN ADMINISTRACIÓN,0,51,22,OTRO,centro,154
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA,67,PUERTO VALLARTA,LICENCIATURA,LICENCIATURA,5021100004,LICENCIATURA EN ARTES VISUALES,37,25,2,UDG,sierra.occidental,174
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA,67,PUERTO VALLARTA,LICENCIATURA,LICENCIATURA,5021500002,INGENIERÍA EN COMUNICACIÓN MULTIMEDIA,75,52,21,UDG,sierra.occidental,310
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA,67,PUERTO VALLARTA,LICENCIATURA,LICENCIATURA,5021500044,LICENCIATURA EN DISEÑO PARA LA COMUNICACIÓN GRÁFICA,35,59,9,UDG,sierra.occidental,170
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA,67,PUERTO VALLARTA,LICENCIATURA,LICENCIATURA,5031100007,LICENCIATURA EN PSICOLOGÍA,88,160,46,UDG,sierra.occidental,540
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA,67,PUERTO VALLARTA,LICENCIATURA,LICENCIATURA,5033100003,ABOGADO,88,199,97,UDG,sierra.occidental,501
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA,67,PUERTO VALLARTA,LICENCIATURA,LICENCIATURA,5041400032,LICENCIATURA EN CONTADURÍA PÚBLICA,89,200,59,UDG,sierra.occidental,561
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA,67,PUERTO VALLARTA,LICENCIATURA,LICENCIATURA,5042000002,LICENCIATURA EN ADMINISTRACIÓN,92,174,49,UDG,sierra.occidental,555
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA,67,PUERTO VALLARTA,LICENCIATURA,LICENCIATURA,5051100003,LICENCIATURA EN BIOLOGÍA,39,46,13,UDG,sierra.occidental,219
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA,67,PUERTO VALLARTA,LICENCIATURA,LICENCIATURA,5061000002,INGENIERÍA EN COMPUTACIÓN,40,39,11,UDG,sierra.occidental,165
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA,67,PUERTO VALLARTA,LICENCIATURA,LICENCIATURA,5062100034,INGENIERÍA EN TELEMÁTICA,45,32,15,UDG,sierra.occidental,164
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA,67,PUERTO VALLARTA,LICENCIATURA,LICENCIATURA,5072100049,LICENCIATURA EN CIENCIAS Y ARTES CULINARIAS,30,0,0,UDG,sierra.occidental,41
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA,67,PUERTO VALLARTA,LICENCIATURA,LICENCIATURA,5073100009,LICENCIATURA EN ARQUITECTURA,79,94,32,UDG,sierra.occidental,457
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA,67,PUERTO VALLARTA,LICENCIATURA,LICENCIATURA,5073200005,INGENIERÍA CIVIL,80,129,29,UDG,sierra.occidental,395
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA,67,PUERTO VALLARTA,LICENCIATURA,LICENCIATURA,5091100011,MÉDICO CIRUJANO Y PARTERO,48,108,28,UDG,sierra.occidental,472
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA,67,PUERTO VALLARTA,LICENCIATURA,LICENCIATURA,5092100006,LICENCIATURA EN ENFERMERÍA,39,120,20,UDG,sierra.occidental,331
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA,67,PUERTO VALLARTA,LICENCIATURA,LICENCIATURA,5094200006,LICENCIATURA EN NUTRICIÓN,37,0,0,UDG,sierra.occidental,250
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA,67,PUERTO VALLARTA,LICENCIATURA,LICENCIATURA,5101100015,LICENCIATURA EN CULTURA FÍSICA Y DEPORTES,39,93,18,UDG,sierra.occidental,266
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA,67,PUERTO VALLARTA,LICENCIATURA,LICENCIATURA,5101600013,LICENCIATURA EN TURISMO,84,91,21,UDG,sierra.occidental,352
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA SUR,15,AUTLAN DE NAVARRO,LICENCIATURA,LICENCIATURA,5033100003,ABOGADO,80,25,44,UDG,sierra.amula,415
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA SUR,15,AUTLAN DE NAVARRO,LICENCIATURA,LICENCIATURA,5041100007,INGENIERÍA DE PROCESOS Y COMERCIO INTERNACIONAL,50,18,17,UDG,sierra.amula,239
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA SUR,15,AUTLAN DE NAVARRO,LICENCIATURA,LICENCIATURA,5041300007,LICENCIATURA EN ADMINISTRACIÓN FINANCIERA Y SISTEMAS,50,0,0,UDG,sierra.amula,50
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA SUR,15,AUTLAN DE NAVARRO,LICENCIATURA,LICENCIATURA,5041400032,LICENCIATURA EN CONTADURÍA PÚBLICA,83,35,38,UDG,sierra.amula,421
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA SUR,15,AUTLAN DE NAVARRO,LICENCIATURA,LICENCIATURA,5042000002,LICENCIATURA EN ADMINISTRACIÓN,81,17,37,UDG,sierra.amula,389
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA SUR,15,AUTLAN DE NAVARRO,LICENCIATURA,LICENCIATURA,5051300005,INGENIERÍA EN RECURSOS NATURALES Y AGROPECUARIOS,48,25,14,UDG,sierra.amula,221
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA SUR,15,AUTLAN DE NAVARRO,LICENCIATURA,LICENCIATURA,5062100033,INGENIERÍA EN TELEINFORMÁTICA,42,24,9,UDG,sierra.amula,157
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA SUR,15,AUTLAN DE NAVARRO,LICENCIATURA,LICENCIATURA,5071300014,INGENIERÍA MECATRÓNICA,76,26,6,UDG,sierra.amula,255
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA SUR,15,AUTLAN DE NAVARRO,LICENCIATURA,LICENCIATURA,5073200010,INGENIERÍA EN OBRAS Y SERVICIOS,50,26,18,UDG,sierra.amula,247
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA SUR,15,AUTLAN DE NAVARRO,LICENCIATURA,LICENCIATURA,5081300016,INGENIERO AGRÓNOMO,82,12,34,UDG,sierra.amula,349
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA SUR,15,AUTLAN DE NAVARRO,LICENCIATURA,LICENCIATURA,5092100006,LICENCIATURA EN ENFERMERÍA,40,0,0,UDG,sierra.amula,236
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA SUR,15,AUTLAN DE NAVARRO,LICENCIATURA,LICENCIATURA,5094200006,LICENCIATURA EN NUTRICIÓN,55,38,31,UDG,sierra.amula,310
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA SUR,15,AUTLAN DE NAVARRO,LICENCIATURA,LICENCIATURA,5101600013,LICENCIATURA EN TURISMO,49,20,11,UDG,sierra.amula,189
p2018-2019,CENTRO UNIVERSITARIO DE LA COSTA SUR,15,AUTLAN DE NAVARRO,TSU,TSU,4071500002,TÉCNICO SUPERIOR UNIVERSITARIO EN ELECTRÓNICA Y MECÁNICA AUTOMOTRIZ,56,35,22,UDG,sierra.amula,208
p2018-2019,CENTRO UNIVERSITARIO DEL SUR,23,ZAPOTLAN EL GRANDE,LICENCIATURA,LICENCIATURA,5022300022,LICENCIATURA EN LETRAS HISPÁNICAS,0,4,6,UDG,sur,112
p2018-2019,CENTRO UNIVERSITARIO DEL SUR,23,ZAPOTLAN EL GRANDE,LICENCIATURA,LICENCIATURA,5031100007,LICENCIATURA EN PSICOLOGÍA,77,57,51,UDG,sur,607
p2018-2019,CENTRO UNIVERSITARIO DEL SUR,23,ZAPOTLAN EL GRANDE,LICENCIATURA,LICENCIATURA,5031500010,LICENCIATURA EN TRABAJO SOCIAL,42,0,0,UDG,sur,211
p2018-2019,CENTRO UNIVERSITARIO DEL SUR,23,ZAPOTLAN EL GRANDE,LICENCIATURA,LICENCIATURA,5032100038,LICENCIATURA EN PERIODISMO,38,10,14,UDG,sur,133
p2018-2019,CENTRO UNIVERSITARIO DEL SUR,23,ZAPOTLAN EL GRANDE,LICENCIATURA,LICENCIATURA,5033100003,ABOGADO,80,7,86,UDG,sur,650
p2018-2019,CENTRO UNIVERSITARIO DEL SUR,23,ZAPOTLAN EL GRANDE,LICENCIATURA,LICENCIATURA,5041100021,LICENCIATURA EN AGRONEGOCIOS,71,47,12,UDG,sur,374
p2018-2019,CENTRO UNIVERSITARIO DEL SUR,23,ZAPOTLAN EL GRANDE,LICENCIATURA,LICENCIATURA,5041100056,LICENCIATURA EN NEGOCIOS INTERNACIONALES,79,75,30,UDG,sur,580
p2018-2019,CENTRO UNIVERSITARIO DEL SUR,23,ZAPOTLAN EL GRANDE,LICENCIATURA,LICENCIATURA,5042200024,LICENCIATURA EN DESARROLLO TURÍSTICO SUSTENTABLE,40,12,8,UDG,sur,212
p2018-2019,CENTRO UNIVERSITARIO DEL SUR,23,ZAPOTLAN EL GRANDE,LICENCIATURA,LICENCIATURA,5051100015,INGENIERÍA EN SISTEMAS BIOLÓGICOS,40,0,0,UDG,sur,102
p2018-2019,CENTRO UNIVERSITARIO DEL SUR,23,ZAPOTLAN EL GRANDE,LICENCIATURA,LICENCIATURA,5062100034,INGENIERÍA EN TELEMÁTICA,49,18,12,UDG,sur,259
p2018-2019,CENTRO UNIVERSITARIO DEL SUR,23,ZAPOTLAN EL GRANDE,LICENCIATURA,LICENCIATURA,5072400001,INGENIERÍA EN GEOFÍSICA,30,0,0,UDG,sur,74
p2018-2019,CENTRO UNIVERSITARIO DEL SUR,23,ZAPOTLAN EL GRANDE,LICENCIATURA,LICENCIATURA,5081100010,LICENCIATURA EN AGROBIOTECNOLOGÍA,40,0,0,UDG,sur,152
p2018-2019,CENTRO UNIVERSITARIO DEL SUR,23,ZAPOTLAN EL GRANDE,LICENCIATURA,LICENCIATURA,5082100001,LICENCIATURA EN MEDICINA VETERINARIA Y ZOOTECNIA,80,90,45,UDG,sur,646
p2018-2019,CENTRO UNIVERSITARIO DEL SUR,23,ZAPOTLAN EL GRANDE,LICENCIATURA,LICENCIATURA,5091100011,MÉDICO CIRUJANO Y PARTERO,81,0,34,UDG,sur,886
p2018-2019,CENTRO UNIVERSITARIO DEL SUR,23,ZAPOTLAN EL GRANDE,LICENCIATURA,LICENCIATURA,5092100006,LICENCIATURA EN ENFERMERÍA,140,4,204,UDG,sur,1210
p2018-2019,CENTRO UNIVERSITARIO DEL SUR,23,ZAPOTLAN EL GRANDE,LICENCIATURA,LICENCIATURA,5094200006,LICENCIATURA EN NUTRICIÓN,60,2,63,UDG,sur,551
p2018-2019,CENTRO UNIVERSITARIO DEL SUR,23,ZAPOTLAN EL GRANDE,LICENCIATURA,LICENCIATURA,5103100007,LICENCIATURA EN SEGURIDAD LABORAL. PROTECCIÓN CIVIL Y EMERGENCIAS,39,19,9,UDG,sur,282
p2018-2019,CENTRO UNIVERSITARIO DEL SUR,23,ZAPOTLAN EL GRANDE,TSU,TSU,4062100001,TÉCNICO SUPERIOR UNIVERSITARIO EN ADMINISTRACIÓN DE REDES DE CÓMPUTO,0,0,1,UDG,sur,0
p2018-2019,CENTRO UNIVERSITARIO DEL SUR,23,ZAPOTLAN EL GRANDE,TSU,TSU,4101600012,TÉCNICO SUPERIOR UNIVERSITARIO EN TURISMO ALTERNATIVO,0,0,1,UDG,sur,0
p2018-2019,CENTRO UNIVERSITARIO DE LOS ALTOS SEDE TEPATITLAN,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,5031100007,LICENCIATURA EN PSICOLOGÍA,45,149,32,UDG,altos.sur,349
p2018-2019,CENTRO UNIVERSITARIO DE LOS ALTOS SEDE TEPATITLAN,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,5033100003,ABOGADO,45,49,48,UDG,altos.sur,283
p2018-2019,CENTRO UNIVERSITARIO DE LOS ALTOS SEDE TEPATITLAN,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,5041100056,LICENCIATURA EN NEGOCIOS INTERNACIONALES,46,62,10,UDG,altos.sur,319
p2018-2019,CENTRO UNIVERSITARIO DE LOS ALTOS SEDE TEPATITLAN,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,5041400032,LICENCIATURA EN CONTADURÍA PÚBLICA,45,93,27,UDG,altos.sur,320
p2018-2019,CENTRO UNIVERSITARIO DE LOS ALTOS SEDE TEPATITLAN,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,5042000002,LICENCIATURA EN ADMINISTRACIÓN,45,100,29,UDG,altos.sur,303
p2018-2019,CENTRO UNIVERSITARIO DE LOS ALTOS SEDE TEPATITLAN,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,5061000002,INGENIERÍA EN COMPUTACIÓN,45,28,7,UDG,altos.sur,149
p2018-2019,CENTRO UNIVERSITARIO DE LOS ALTOS SEDE TEPATITLAN,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,5062200055,INGENIERÍA INFORMÁTICA,0,0,2,UDG,altos.sur,0
p2018-2019,CENTRO UNIVERSITARIO DE LOS ALTOS SEDE TEPATITLAN,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,5072100002,INGENIERÍA AGROINDUSTRIAL,46,22,23,UDG,altos.sur,154
p2018-2019,CENTRO UNIVERSITARIO DE LOS ALTOS SEDE TEPATITLAN,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,5081100050,INGENIERÍA EN SISTEMAS PECUARIOS,44,5,7,UDG,altos.sur,138
p2018-2019,CENTRO UNIVERSITARIO DE LOS ALTOS SEDE TEPATITLAN,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,5082100001,LICENCIATURA EN MEDICINA VETERINARIA Y ZOOTECNIA,46,80,32,UDG,altos.sur,237
p2018-2019,CENTRO UNIVERSITARIO DE LOS ALTOS SEDE TEPATITLAN,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,5091100011,MÉDICO CIRUJANO Y PARTERO,54,59,51,UDG,altos.sur,568
p2018-2019,CENTRO UNIVERSITARIO DE LOS ALTOS SEDE TEPATITLAN,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,5092100006,LICENCIATURA EN ENFERMERÍA,44,248,65,UDG,altos.sur,318
p2018-2019,CENTRO UNIVERSITARIO DE LOS ALTOS SEDE TEPATITLAN,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,5093100002,LICENCIATURA EN CIRUJANO DENTISTA,48,94,23,UDG,altos.sur,427
p2018-2019,CENTRO UNIVERSITARIO DE LOS ALTOS SEDE TEPATITLAN,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,5094200006,LICENCIATURA EN NUTRICIÓN,44,125,36,UDG,altos.sur,340
p2018-2019,CENTRO UNIVERSITARIO DE LOS LAGOS SEDE LAGOS DE MORENO,53,LAGOS DE MORENO,LICENCIATURA,LICENCIATURA,5022000001,LICENCIATURA EN HUMANIDADES,42,26,11,UDG,altos.norte,147
p2018-2019,CENTRO UNIVERSITARIO DE LOS LAGOS SEDE LAGOS DE MORENO,53,LAGOS DE MORENO,LICENCIATURA,LICENCIATURA,5031100007,LICENCIATURA EN PSICOLOGÍA,45,66,43,UDG,altos.norte,254
p2018-2019,CENTRO UNIVERSITARIO DE LOS LAGOS SEDE LAGOS DE MORENO,53,LAGOS DE MORENO,LICENCIATURA,LICENCIATURA,5033100003,ABOGADO,45,62,46,UDG,altos.norte,313
p2018-2019,CENTRO UNIVERSITARIO DE LOS LAGOS SEDE LAGOS DE MORENO,53,LAGOS DE MORENO,LICENCIATURA,LICENCIATURA,5042000002,LICENCIATURA EN ADMINISTRACIÓN,44,16,0,UDG,altos.norte,154
p2018-2019,CENTRO UNIVERSITARIO DE LOS LAGOS SEDE LAGOS DE MORENO,53,LAGOS DE MORENO,LICENCIATURA,LICENCIATURA,5042400005,INGENIERÍA EN ADMINISTRACIÓN INDUSTRIAL,45,58,7,UDG,altos.norte,273
p2018-2019,CENTRO UNIVERSITARIO DE LOS LAGOS SEDE LAGOS DE MORENO,53,LAGOS DE MORENO,LICENCIATURA,LICENCIATURA,5062200073,INGENIERÍA EN ELECTRÓNICA Y COMPUTACIÓN,45,26,6,UDG,altos.norte,129
p2018-2019,CENTRO UNIVERSITARIO DE LOS LAGOS SEDE LAGOS DE MORENO,53,LAGOS DE MORENO,LICENCIATURA,LICENCIATURA,5071300009,INGENIERÍA MECÁNICA ELÉCTRICA,45,0,0,UDG,altos.norte,102
p2018-2019,CENTRO UNIVERSITARIO DE LOS LAGOS SEDE LAGOS DE MORENO,53,LAGOS DE MORENO,LICENCIATURA,LICENCIATURA,5071300014,INGENIERÍA MECATRÓNICA,45,39,13,UDG,altos.norte,309
p2018-2019,CENTRO UNIVERSITARIO DE LOS LAGOS SEDE LAGOS DE MORENO,53,LAGOS DE MORENO,LICENCIATURA,LICENCIATURA,5071400008,INGENIERÍA BIOQUÍMICA,45,55,15,UDG,altos.norte,319
p2018-2019,CENTRO UNIVERSITARIO DE LOS LAGOS SEDE LAGOS DE MORENO,53,LAGOS DE MORENO,LICENCIATURA,LICENCIATURA,5071700019,INGENIERÍA INDUSTRIAL,45,0,0,UDG,altos.norte,75
p2018-2019,CENTRO UNIVERSITARIO DE LOS LAGOS SEDE SAN JUAN DE LOS LAGOS,73,SAN JUAN DE LOS LAGOS,LICENCIATURA,LICENCIATURA,5022200040,LICENCIATURA EN LENGUAS Y CULTURAS EXTRANJERAS,0,0,0,UDG,altos.norte,38
p2018-2019,CENTRO UNIVERSITARIO DE LOS LAGOS SEDE SAN JUAN DE LOS LAGOS,73,SAN JUAN DE LOS LAGOS,LICENCIATURA,LICENCIATURA,5031100007,LICENCIATURA EN PSICOLOGÍA,41,34,0,UDG,altos.norte,158
p2018-2019,CENTRO UNIVERSITARIO DE LOS LAGOS SEDE SAN JUAN DE LOS LAGOS,73,SAN JUAN DE LOS LAGOS,LICENCIATURA,LICENCIATURA,5032100038,LICENCIATURA EN PERIODISMO,7,0,0,UDG,altos.norte,25
p2018-2019,CENTRO UNIVERSITARIO DE LOS LAGOS SEDE SAN JUAN DE LOS LAGOS,73,SAN JUAN DE LOS LAGOS,LICENCIATURA,LICENCIATURA,5033100003,ABOGADO,50,88,65,UDG,altos.norte,240
p2018-2019,CENTRO UNIVERSITARIO DE LOS LAGOS SEDE SAN JUAN DE LOS LAGOS,73,SAN JUAN DE LOS LAGOS,LICENCIATURA,LICENCIATURA,5042000002,LICENCIATURA EN ADMINISTRACIÓN,0,21,9,UDG,altos.norte,118
p2018-2019,CENTRO UNIVERSITARIO DE LOS LAGOS SEDE SAN JUAN DE LOS LAGOS,73,SAN JUAN DE LOS LAGOS,LICENCIATURA,LICENCIATURA,5062200082,LICENCIATURA EN TECNOLOGÍAS DE LA INFORMACIÓN,17,16,11,UDG,altos.norte,80
p2018-2019,CENTRO UNIVERSITARIO DE LOS LAGOS SEDE SAN JUAN DE LOS LAGOS,73,SAN JUAN DE LOS LAGOS,LICENCIATURA,LICENCIATURA,5071700019,INGENIERÍA INDUSTRIAL,0,0,0,UDG,altos.norte,65
p2018-2019,CENTRO UNIVERSITARIO DE CIENCIAS DE LA SALUD,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,5031100007,LICENCIATURA EN PSICOLOGÍA,222,459,233,UDG,centro,1703
